run_accession	fastq_ftp	fastq_bytes	fastq_md5	bam_ftp	bam_bytes	bam_md5	submitted_ftp	submitted_bytes	submitted_md5	sra_ftp	sra_bytes	sra_md5
ERR14205262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/062/ERR14205262/ERR14205262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/062/ERR14205262/ERR14205262_2.fastq.gz	131842598;133493746	6ca9b37a8e15350138d2ac749db527dd;bef1e20293c44202381094409c02d3a7	ftp.sra.ebi.ac.uk/vol1/err/ERR142/062/ERR14205262/ERR14205262.bam	264717389	bb1ed54f7b535b5531988082040b2b18	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205262/Vc_DAN23_y2023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205262/Vc_DAN23_y2023.R2.fastq.gz	124066274;125963172	2d0ef06c1b45f58cf9725a8b17f5dc26;52524b858ab35f231013a6978ddd008b			
ERR14205227	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/027/ERR14205227/ERR14205227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/027/ERR14205227/ERR14205227_2.fastq.gz	164284784;170690119	2cb33dcfc6e8b1566d238355e02366fb;b37de9731e506b6b8ab9aa784cfd36dc	ftp.sra.ebi.ac.uk/vol1/err/ERR142/027/ERR14205227/ERR14205227.bam	333159972	6f1edf9d0eca61ea0e907264db30e4a9	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205227/Vc_DAN30_y2023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205227/Vc_DAN30_y2023.R2.fastq.gz	154125784;160812204	d8c960a6fb44c6b046f58babf88bf68b;28c336af93f1ef3dd636e24e06861123			
ERR14205234	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/034/ERR14205234/ERR14205234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/034/ERR14205234/ERR14205234_2.fastq.gz	103845800;109921968	09e832dceb7dac512883e7c050d79166;a898fd3b39be147490d5ffc028f56b41	ftp.sra.ebi.ac.uk/vol1/err/ERR142/034/ERR14205234/ERR14205234.bam	204680469	5cf4827bb9a10097f9223a66f5d5f782	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205234/Vc_DAN5_y2024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205234/Vc_DAN5_y2024.R2.fastq.gz	121010300;128489561	d0da5e8a93258cfffa535ebd9ac38a51;d1b837ac5a21c5bb3fcb48e35f6fdb7f			
ERR14205237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/037/ERR14205237/ERR14205237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/037/ERR14205237/ERR14205237_2.fastq.gz	170688163;178233440	9d805b3574dfa05ba3348d6a53ed61a7;d45a6ca401afd54e72a786f3ba634365	ftp.sra.ebi.ac.uk/vol1/err/ERR142/037/ERR14205237/ERR14205237.bam	347002305	0280572f1fbf587c3f4c3f17ce957433	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205237/Vc_DAN28_y2023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205237/Vc_DAN28_y2023.R2.fastq.gz	160133977;168004730	7969dee9fd3543fca3b5292179cef822;8926a4ab384d1674743210b2bece3bc1			
ERR14205239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/039/ERR14205239/ERR14205239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/039/ERR14205239/ERR14205239_2.fastq.gz	74481199;84466364	5d6e6131ebb0ce61dcbd74663ebec778;74b6faf4c78aa190aab6fcdc5667a2ed	ftp.sra.ebi.ac.uk/vol1/err/ERR142/039/ERR14205239/ERR14205239.bam	157224714	dfe67293f235e9c09acd1f0c9a14eb50	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205239/Vc_DAN9_y2024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205239/Vc_DAN9_y2024.R2.fastq.gz	78466964;88393642	04ec807fbbabcd6f3f6b081bfb19b5fd;bfffc67c9f18bc6f8ca9dced07985e85			
ERR14205240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/040/ERR14205240/ERR14205240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/040/ERR14205240/ERR14205240_2.fastq.gz	101069236;121677081	e5043545a5d0955db36b18a2b59a1250;f23cdaee12a8849358ddd4c2cc55779e	ftp.sra.ebi.ac.uk/vol1/err/ERR142/040/ERR14205240/ERR14205240.bam	220090229	c80557c6e1af41e964294cdba0f83afb	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205240/Vc_DAN13_y2023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205240/Vc_DAN13_y2023.R2.fastq.gz	106327812;127394278	f9ac73e48c47f5932c16bdaf2c0f7e13;a722583615665aae5e414fda64863722			
ERR14205241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/041/ERR14205241/ERR14205241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/041/ERR14205241/ERR14205241_2.fastq.gz	80976684;85402621	325bc09971189e1b21d0f750755296b2;b1b131cf285cb6b74f31db21827fba4e	ftp.sra.ebi.ac.uk/vol1/err/ERR142/041/ERR14205241/ERR14205241.bam	158819270	8b62af511a38e54927f8be97b4273a19	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205241/Vc_DAN2_y2024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205241/Vc_DAN2_y2024.R2.fastq.gz	93998957;99357399	f9f4957a7e4461560b7eed4792906e36;8f428e4ca9cab86464ef661d4525927d			
ERR14205243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/043/ERR14205243/ERR14205243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/043/ERR14205243/ERR14205243_2.fastq.gz	67633932;70323281	05205465af776d1e57e4a7990f175a3e;e7cab7305c8d8c27cbf86b53bc65de51	ftp.sra.ebi.ac.uk/vol1/err/ERR142/043/ERR14205243/ERR14205243.bam	136804645	0c7451c1a2b799bc146fe36c44e1dc6e	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205243/Vc_DAN9_y2023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205243/Vc_DAN9_y2023.R2.fastq.gz	71072334;73796836	dce865e5d9b89ded34c95932cf90a06f;5a3985b38bdc18eee45d2c3bca41e0b0			
ERR14205244	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/044/ERR14205244/ERR14205244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/044/ERR14205244/ERR14205244_2.fastq.gz	120793071;125291904	616243c5dd9fd6568620fbf0b0614388;d483c9f816d532983be631274e1b855a	ftp.sra.ebi.ac.uk/vol1/err/ERR142/044/ERR14205244/ERR14205244.bam	244502169	0efa02c80d07d091d13b13da4ffb8417	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205244/Vc_DAN21_y2023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205244/Vc_DAN21_y2023.R2.fastq.gz	113495783;118259062	4d82814afd1e6c65908ff474b263a901;c11f6e6375486232a8bffaa322f36f27			
ERR14205245	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/045/ERR14205245/ERR14205245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/045/ERR14205245/ERR14205245_2.fastq.gz	88321897;93055891	cfddbe9c93e4a149f2637e9e6c16eb60;9a6c0632a363196db80db11f527d98a7	ftp.sra.ebi.ac.uk/vol1/err/ERR142/045/ERR14205245/ERR14205245.bam	173253959	42243a009358eb0b39b99e0009a740b2	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205245/Vc_DAN4_y2024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205245/Vc_DAN4_y2024.R2.fastq.gz	102621907;108406068	2f74fcf699881b03f2cf5fb4c0010a58;8782c6dc073b64ff1690a1d174594b50			
ERR14205248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/048/ERR14205248/ERR14205248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/048/ERR14205248/ERR14205248_2.fastq.gz	86177227;88116743	9914fa47e820dd41babfe6a216487830;28bba976e8e9ec1de97e8452f094fdfb	ftp.sra.ebi.ac.uk/vol1/err/ERR142/048/ERR14205248/ERR14205248.bam	172270491	db411b5fa1dff62d2af96b4cf6871186	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205248/Vc_DAN12_y2023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205248/Vc_DAN12_y2023.R2.fastq.gz	90587968;92557786	b7580053add0792f9275dae0274e742d;963aa17078080d1a282291422dea65bc			
ERR14205250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/050/ERR14205250/ERR14205250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/050/ERR14205250/ERR14205250_2.fastq.gz	151907826;161195263	b31eafc6ec8ae881afa40f8272f3721c;fcf995dad455f2c3878cda1aa19e9f20	ftp.sra.ebi.ac.uk/vol1/err/ERR142/050/ERR14205250/ERR14205250.bam	300667439	1d57ff7f062a7c41a4204e8cd3c704a8	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205250/Vc_DAN8_y2024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205250/Vc_DAN8_y2024.R2.fastq.gz	177264859;188610332	25707d6e1691e88d71c354f3fdd69119;70719a9f436cbde39cc1b1ca96c4a6b5			
ERR14205252	ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/052/ERR14205252/ERR14205252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR142/052/ERR14205252/ERR14205252_2.fastq.gz	68458802;76945651	39c168c298feebee0d77e8fca66bd85b;c3b161295596682612ca9e412d14f4e3	ftp.sra.ebi.ac.uk/vol1/err/ERR142/052/ERR14205252/ERR14205252.bam	143734496	1ff8411471cd29f9e1b560f55e1837a2	ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205252/Vc_DAN13_y2024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR142/ERR14205252/Vc_DAN13_y2024.R2.fastq.gz	72097817;80456753	16477018bfcc0fb35805a9437ea05307;8a0a178c03d36fd4ec2d60afa92e11eb			
